city,latitude,longitude,country,population
Lagkadas,40.75,23.0667,Greece,7764
Topolobampo,25.6056,-109.05,Mexico,6361
Mamonovo,54.4667,19.9333,Russia,7953
Chestnut Ridge,41.0829,-74.0551,United States,8020
Island Lake,42.2783,-88.1999,United States,8020
Hamilton,42.6267,-70.858,United States,8020
Icem,-20.3333,-49.1833,Brazil,7997
Church Point,44.3333,-66.1167,Canada,8018
Lochgelly,56.1282,-3.3111,United Kingdom,6834
Oak Brook,41.8372,-87.9513,United States,8016
Penalva do Castelo,40.6667,-7.6833,Portugal,7956
Zeltweg,47.1906,14.7511,Austria,7212
Cherykaw,53.5667,31.3667,Belarus,8000
Seaford,38.6538,-75.611,United States,8013
Neresheim,48.7542,10.3344,Germany,7945
Narre Warren North,-37.9833,145.3167,Australia,7674
Byram,40.9567,-74.7182,United States,8010
Antoing,50.5669,3.4494,Belgium,7760
Millom,54.2096,-3.2702,United Kingdom,7829
Loftus,54.5569,-0.8919,United Kingdom,7988
Crediton,50.791,-3.656,United Kingdom,7835
Pershore,52.114,-2.08,United Kingdom,7125
Nurmes,63.5444,29.1333,Finland,7996
Firebaugh,36.8534,-120.4536,United States,8000
Sudden Valley,48.7199,-122.3468,United States,7999
Nikol'sk,59.5333,45.45,Russia,7996
Berchtesgaden,47.6314,13.0042,Germany,7780
North Coventry,40.2199,-75.6817,United States,7996
Clementina,-21.5597,-50.4492,Brazil,7992
Butzow,53.85,11.9833,Germany,7799
Almyros,39.18,22.76,Greece,7955
Brazil,39.5226,-87.124,United States,7993
Iaras,-22.8667,-49.1667,Brazil,7970
Aberdeen,35.135,-79.4326,United States,7988
Jefferson,43.0044,-88.8084,United States,7986
Lillesand,58.2488,8.3778,Norway,7930
Drumheller,51.4636,-112.7194,Canada,7982
Kirkland Lake,48.15,-80.0333,Canada,7981
Firuraq,38.58,44.8358,Iran,7903
Krupina,48.35,19.0669,Slovakia,7890
Rychvald,49.8662,18.3763,Czechia,7536
Prien,30.1601,-93.2611,United States,7976
Jackson Township,39.9057,-76.8796,United States,7976
Ide,34.7986,135.8033,Japan,7553
Koufalia,40.7792,22.5767,Greece,7850
Polgar,47.8663,21.1242,Hungary,7889
Artemivsk,48.4403,38.7422,Ukraine,7506
Williamsburg,28.4015,-81.4461,United States,7967
Brentwood,38.6194,-90.3476,United States,7966
Chalford,51.7238,-2.1491,United Kingdom,6215
San Felipe Tejalapan,17.1111,-96.8542,Mexico,7862
Aztec,36.819,-107.9826,United States,7963
La Junta,37.9792,-103.5473,United States,7963
Kinchil,20.9161,-89.9469,Mexico,6307
Altenberg,50.7644,13.7578,Germany,7908
Brockworth,51.85,-2.15,United Kingdom,7387
Dehaq,33.1044,50.9589,Iran,7828
Baltimore Highlands,39.2355,-76.6367,United States,7959
South Londonderry,40.2424,-76.5432,United States,7958
Denny,56.018,-3.907,United Kingdom,7934
Bosanski Petrovac,44.55,16.3667,Bosnia And Herzegovina,7946
Southwest Ranches,26.0476,-80.375,United States,7957
Quincy,30.5659,-84.5857,United States,7957
Nejdek,50.3225,12.7294,Czechia,7806
Richland Hills,32.8095,-97.2273,United States,7953
Maryville,38.7261,-89.9646,United States,7952
Bad Liebenstein,50.8144,10.3542,Germany,7786
Chartiers,40.2504,-80.2495,United States,7945
Porterville,-33,18.9833,South Africa,7057
Mrkonjic Grad,44.4167,17.0833,Bosnia And Herzegovina,7915
West Boylston,42.369,-71.7846,United States,7941
Herzogenburg,48.2833,15.6833,Austria,7771
Liptovsky Hradok,49.0394,19.7244,Slovakia,7528
Templeton,35.556,-120.7182,United States,7938
Newport-On-Tay,56.4402,-2.941,United Kingdom,7922
Higham Ferrers,52.3057,-0.5844,United Kingdom,7145
Hillside,41.8674,-87.9019,United States,7933
Hufingen,47.9261,8.49,Germany,7799
Columbiana,40.8871,-80.675,United States,7931
Batesville,39.2974,-85.2139,United States,7930
Logan,39.5386,-82.4063,United States,7930
Yuzawa,36.934,138.8174,Japan,7907
Nasice,45.4833,18.1,Croatia,7888
Sheboygan Falls,43.729,-87.8266,United States,7926
Lyubimets,41.8333,26.0833,Bulgaria,7892
Yubari,43.0569,141.9739,Japan,7908
Delta,38.756,-108.0772,United States,7918
Hitchcock,29.2945,-95.025,United States,7914
Bollington,53.298,-2.093,United Kingdom,7885
Myory,55.6167,27.6167,Belarus,7900
Slawharad,53.4453,30.9964,Belarus,7900
Mandurah,-32.5289,115.7231,Australia,7837
Gorodishche,53.2667,45.7,Russia,7885
Sontra,51.0667,9.9333,Germany,7839
Lake Shore,45.6911,-122.6911,United States,7909
Dryanovo,42.9736,25.4747,Bulgaria,7908
Evergreen,48.2308,-114.2701,United States,7907
Bonner Springs,39.0817,-94.8776,United States,7906
Camp Hill,40.2423,-76.9274,United States,7905
Long Grove,42.1968,-88.0057,United States,7905
Sao Joao da Pesqueira,41.1333,-7.4,Portugal,7874
Camp Pendleton North,33.3148,-117.3162,United States,7903
Wilmington Manor,39.6858,-75.5849,United States,7902
Stribro,49.753,13.0041,Czechia,7738
Tura,47.6067,19.5967,Hungary,7761
Argyle,43.8,-65.85,Canada,7899
Torbay,47.65,-52.7333,Canada,7899
Downingtown,40.0076,-75.7019,United States,7897
Grand Ledge,42.7534,-84.7448,United States,7896
Stony Stratford,52.0567,-0.8526,United Kingdom,7736
Saltinho,-22.8469,-47.6769,Brazil,7818
Sandorfalva,46.3667,20.1,Hungary,7756
Hradek nad Nisou,50.8529,14.8447,Czechia,7735
Waller,47.2035,-122.3699,United States,7894
Old Forge,41.3705,-75.7409,United States,7894
Lincolnshire,42.1957,-87.9182,United States,7893
Mansfield Center,42.0225,-71.218,United States,7892
Naila,50.3299,11.7083,Germany,7684
Jersey Village,29.8903,-95.5721,United States,7890
Itobi,-21.7369,-46.975,Brazil,7831
Hardyston,41.1206,-74.5598,United States,7886
Centerville,32.6342,-83.6853,United States,7884
Kyneton,-37.2333,144.45,Australia,6951
Oberlin,41.2857,-82.2197,United States,7882
West Long Branch,40.2883,-74.0185,United States,7881
Dilolo,-10.6833,22.3333,Congo (Kinshasa),7854
Hollis,42.7494,-71.5834,United States,7880
Flushing,43.0637,-83.8403,United States,7880
Trzemeszno,52.5614,17.8231,Poland,7792
Middletown,38.241,-85.5215,United States,7877
Ashland,37.7596,-77.4715,United States,7875
Burley in Wharfedale,53.9137,-1.748,United Kingdom,7041
Temax,21.1511,-88.9403,Mexico,6239
Seminole,32.7208,-102.6503,United States,7871
Altoona,44.8029,-91.4385,United States,7870
Tuskegee,32.4395,-85.7139,United States,7870
Mascoutah,38.5192,-89.8044,United States,7870
Grand Blanc,42.9258,-83.6181,United States,7870
Abingdon,36.7089,-81.9713,United States,7867
Wilmington,51.4309,0.1876,United Kingdom,7178
Kelty,56.133,-3.38,United Kingdom,6529
La Peche,45.6833,-75.9833,Canada,7863
Edenbridge,51.197,0.065,United Kingdom,7808
Bridge City,30.0298,-93.8406,United States,7862
Vandenberg Village,34.7111,-120.4623,United States,7861
Abira,42.7628,141.8181,Japan,7825
Eaton,39.7506,-84.6343,United States,7858
Cumberland,43.7933,-70.258,United States,7855
Woodlake,36.4124,-119.0999,United States,7854
North Weeki Wachee,28.5591,-82.5537,United States,7853
Hastings-on-Hudson,40.9902,-73.8801,United States,7853
Fieni,45.1222,25.4183,Romania,7587
Fremantle,-32.0569,115.7439,Australia,7459
Plopeni,45.0458,25.9536,Romania,7718
Pivdenne,49.8849,36.0687,Ukraine,7705
Rohatyn,49.4167,24.6167,Ukraine,7797
Banff,51.1781,-115.5719,Canada,7847
Innisfail,52.0333,-113.95,Canada,7847
Princeton,41.3807,-89.464,United States,7840
Fakenham,52.8356,0.851,United Kingdom,7617
Los Fresnos,26.075,-97.4877,United States,7837
Blandon,40.4446,-75.8799,United States,7837
South Weber,41.1334,-111.9392,United States,7836
Smithville,39.4934,-74.4782,United States,7835
Watford City,47.8028,-103.2678,United States,7835
Upton,42.1771,-71.6043,United States,7835
Crookston,47.7747,-96.6062,United States,7835
Farington,53.703,-2.685,United Kingdom,6674
Covington,37.7785,-79.9868,United States,7832
Latrobe,40.3125,-79.3826,United States,7830
San Juan del Sur,11.25,-85.86,Nicaragua,7790
Nicolet,46.2167,-72.6167,Canada,7828
Sallisaw,35.4605,-94.807,United States,7825
Halifax,41.9914,-70.8633,United States,7824
Rrogozhine,41.0761,19.6667,Albania,7049
DeFuniak Springs,30.7123,-86.1208,United States,7823
Rockwood,50.2856,-97.2869,Canada,7823
Chester,40.7795,-74.6841,United States,7822
Baldwinsville,43.157,-76.3318,United States,7822
Olivette,38.6724,-90.3786,United States,7822
Kral'ovsky Chlmec,48.4233,21.9797,Slovakia,7505
Winters,38.532,-121.9781,United States,7820
Breckenridge,39.4995,-106.0433,United States,7818
Sarandi del Yi,-33.3442,-55.6313,Uruguay,7176
Calau,51.7458,13.9508,Germany,7769
Makushino,55.2,67.25,Russia,7811
Bow,43.1308,-71.5307,United States,7816
Medina,43.2197,-78.3888,United States,7816
North Cornwall,40.3134,-76.4515,United States,7815
Thousand Palms,33.815,-116.3545,United States,7814
Manazuru,35.1583,139.1372,Japan,6843
Southeast Arcadia,27.1862,-81.8521,United States,7813
Woodstock,41.9694,-72.0222,United States,7813
Seville,41.0208,-81.8671,United States,7812
Rainford,53.503,-2.783,United Kingdom,7779
Petrvald,49.831,18.3894,Czechia,7237
Montrose,37.52,-77.3772,United States,7810
Zavareh,33.4486,52.4933,Iran,7806
Vratimov,49.7699,18.3102,Czechia,7293
Budesti,44.23,26.45,Romania,7725
Collie,-33.363,116.156,Australia,7192
Port Jefferson Station,40.926,-73.0651,United States,7808
Aubrey,33.2872,-96.9622,United States,7806
Carnegie,40.408,-80.0861,United States,7806
Monte Alegre do Sul,-22.68,-46.68,Brazil,7736
Setana,42.4169,139.8833,Japan,7792
Irapua,-21.2794,-49.4089,Brazil,7774
Sarandi Grande,-33.725,-56.3303,Uruguay,6130
Waterboro,43.5972,-70.7302,United States,7803
Porters Neck,34.2942,-77.7695,United States,7802
Pittston,41.3274,-75.7885,United States,7802
Kinvere,52.4488,-2.228,United Kingdom,7225
Santana,32.8,-16.8667,Portugal,7719
Santa Maria del Oro,25.9333,-105.3667,Mexico,5878
Allstedt,51.4,11.3833,Germany,7745
Waltham,53.5165,-0.1021,United Kingdom,6413
Gerolstein,50.2239,6.6614,Germany,7676
Harzgerode,51.6417,11.1428,Germany,7745
Eisfeld,50.4167,10.9167,Germany,7646
Jaszarokszallas,47.6333,19.9833,Hungary,7691
Mattighofen,48.1067,13.1494,Austria,6524
Withamsville,39.0628,-84.2808,United States,7788
Panciu,45.91,27.09,Romania,7664
Carneys Point,39.6967,-75.4475,United States,7787
Saarburg,49.6092,6.5503,Germany,7427
Campbell,41.0777,-80.5904,United States,7785
Mhlume,-26.0333,31.85,Swaziland,7761
Alpiarca,39.2593,-8.585,Portugal,7702
Charlestown,41.3972,-71.6702,United States,7780
Clarksville,35.457,-93.4803,United States,7780
Providence,41.7033,-111.8121,United States,7780
Oberwart,47.2878,16.2031,Austria,7572
Chobham,51.348,-0.604,United Kingdom,7456
Milan,42.0816,-83.6853,United States,7778
Crewkerne,50.8803,-2.7939,United Kingdom,7000
Turzovka,49.405,18.6253,Slovakia,7559
Ertis,53.3167,75.45,Kazakhstan,7772
Drummond/North Elmsley,44.9667,-76.2,Canada,7773
East Huntingdon,40.1416,-79.5999,United States,7771
Pukalani,20.8329,-156.3415,United States,7769
Estes Park,40.3699,-105.5216,United States,7769
Kemijarvi,66.7167,27.4333,Finland,7766
Rhinebeck,41.9276,-73.898,United States,7768
Waite Park,45.5313,-94.2528,United States,7768
Reszel,54.0504,21.1458,Poland,7721
Greenfield,43.1374,-73.8762,United States,7765
Park City,37.8103,-97.3255,United States,7764
Loffingen,47.8839,8.3436,Germany,7676
Longridge,53.831,-2.597,United Kingdom,7724
Shiranuka,42.9561,144.0717,Japan,7751
Forsyth,36.686,-93.1016,United States,7761
Sangaree,33.0328,-80.1253,United States,7760
Tenterden,51.0696,0.6898,United Kingdom,7735
Williamstown,42.6848,-73.2284,United States,7759
Nakata,30.5331,130.9586,Japan,7702
Swainsboro,32.5866,-82.3345,United States,7757
Cheraw,34.6955,-79.9085,United States,7757
Nyiradony,47.6833,21.9167,Hungary,7677
Cherry Valley,33.9797,-116.9694,United States,7755
Dry Run,39.1049,-84.3312,United States,7754
Fort Dix,40.006,-74.6089,United States,7753
Naujoji Akmene,56.325,22.8833,Lithuania,7725
Jasper,30.9221,-93.9947,United States,7750
Dryden,49.7833,-92.8333,Canada,7749
Blair,41.5417,-96.1361,United States,7748
Round Lake Park,42.3309,-88.075,United States,7747
Q'vareli,41.95,45.8,Georgia,7739
Neufchateau,49.8411,5.4353,Belgium,7679
Pulsnitz,51.1817,14.0131,Germany,7467
Gallneukirchen,48.3531,14.4158,Austria,6492
Spring Valley Lake,34.4987,-117.2683,United States,7744
Kotake,33.6925,130.7128,Japan,7232
Strathmore,40.4018,-74.2193,United States,7742
Glastonbury Center,41.7019,-72.6001,United States,7742
Spring Township,40.8949,-77.733,United States,7741
Quarryville,39.8957,-76.1617,United States,7741
Zlatograd,41.3797,25.0928,Bulgaria,7623
South Boston,36.7132,-78.9135,United States,7740
Salida,38.53,-105.9981,United States,7740
Fort Frances,48.6167,-93.4,Canada,7739
Bad Wimpfen,49.2306,9.1631,Germany,7359
Albion,43.246,-78.1902,United States,7738
Rosswein,51.0667,13.1833,Germany,7564
Bilac,-21.4033,-50.4706,Brazil,7682
Salem,38.6279,-88.959,United States,7730
Shelburne,44.3905,-73.2413,United States,7728
Argos Orestiko,40.4525,21.2581,Greece,7473
Payette,44.0788,-116.9255,United States,7727
Vlahita,46.35,25.53,Romania,7649
North Tamborine,-27.9694,153.1992,Australia,7506
Grove,36.593,-94.7879,United States,7726
Lengefeld,50.7167,13.1833,Germany,7634
Celorico da Beira,40.6333,-7.4,Portugal,7693
Gettysburg,39.8304,-77.2339,United States,7724
Center Township,40.9218,-79.9252,United States,7723
Langenlois,48.4667,15.6833,Austria,7609
Thornbury,39.9182,-75.5164,United States,7719
La Sarre,48.8,-79.2,Canada,7719
Wick,58.454,-3.089,United Kingdom,7333
Quievrechain,50.3953,3.6669,France,6366
Campeni,46.3625,23.0456,Romania,7629
Southwood Acres,41.961,-72.5719,United States,7715
Kasson,44.0333,-92.7482,United States,7715
Granite Falls,48.0874,-121.9706,United States,7713
Frydlant,50.9215,15.0799,Czechia,7476
Rockwood,37.463,-77.5744,United States,7712
Kingsbridge,50.2833,-3.7765,United Kingdom,6116
York,40.8698,-97.5928,United States,7711
Clear Lake,43.1346,-93.374,United States,7711
Murwillumbah,-28.3333,153.3833,Australia,7032
Trail,49.095,-117.71,Canada,7709
Belinskiy,52.9667,43.4167,Russia,7694
Maurice River,39.3057,-74.9349,United States,7704
`Omer,31.2683,34.8489,Israel,7339
Oundle,52.48,-0.472,United Kingdom,5735
Chandler,48.35,-64.6833,Canada,7703
Stone Mills,44.45,-76.9167,Canada,7702
Broumov,50.5857,16.3319,Czechia,7370
Wedgefield,28.4847,-81.0808,United States,7701
Novoselytsya,48.2167,26.2667,Ukraine,7588
Antigo,45.1413,-89.1556,United States,7695
Green,43.1509,-123.3854,United States,7695
Calimanesti,45.2392,24.3433,Romania,7622
Mammoth Lakes,37.6273,-118.99,United States,7694
Kremmen,52.7667,13.0331,Germany,7657
Wissembourg,49.0375,7.9461,France,7537
Inami,33.8183,135.2181,Japan,7626
Markneukirchen,50.3167,12.3167,Germany,7583
Ogden,34.2656,-77.7965,United States,7692
Cootamundra,-34.6417,148.025,Australia,6782
Big Flats,42.1387,-76.9138,United States,7689
Hanover,44.15,-81.0333,Canada,7688
Munnerstadt,50.2526,10.1966,Germany,7606
Pressbaum,48.1833,16.0825,Austria,7559
Kahla,50.8008,11.5875,Germany,6822
Treherbert,51.6722,-3.5306,United Kingdom,5727
Las Lomitas,-24.7072,-60.5944,Argentina,7683
Charikot,27.6667,86.0333,Nepal,7349
Boultham,53.214,-0.5561,United Kingdom,7465
Carbondale,39.3949,-107.2147,United States,7684
Chippewa,40.7614,-80.3791,United States,7682
Orange,42.6066,-72.2931,United States,7682
Chonan,35.3867,140.2372,Japan,7563
Oceano,35.1019,-120.609,United States,7678
Hardegsen,51.6528,9.8322,Germany,7587
Plaistow,42.8403,-71.096,United States,7677
Sebastopol,38.4001,-122.8276,United States,7674
Ilminster,50.9262,-2.9114,United Kingdom,5808
Treharris,51.6689,-3.31,United Kingdom,6356
Wivenhoe,51.8667,0.9625,United Kingdom,7637
Hastings,42.6498,-85.2887,United States,7670
Benatky nad Jizerou,50.2909,14.8235,Czechia,7459
Indiantown,27.0375,-80.4913,United States,7669
Half Moon,34.8298,-77.4591,United States,7669
Plain City,41.307,-112.0877,United States,7669
Richfield,38.7628,-112.0926,United States,7668
Polk Township,40.9291,-75.5022,United States,7666
Southwell,53.078,-0.955,United Kingdom,7297
St. Rose,29.9649,-90.3088,United States,7665
Westminster,42.5512,-71.9027,United States,7665
South-West Oxford,42.95,-80.8,Canada,7664
Acton Vale,45.65,-72.5667,Canada,7664
Allegany,42.0869,-78.5212,United States,7663
Tervel,43.75,27.4,Bulgaria,7632
Valley Township,39.9849,-75.8503,United States,7661
Middlebury,41.5271,-73.1228,United States,7661
Auburn,34.0157,-83.8319,United States,7660
Thurmont,39.621,-77.4076,United States,7659
Donje Zabare,42.8714,20.8411,Kosovo,7394
Groitzsch,51.1556,12.2806,Germany,7550
Eden,42.6527,-78.8787,United States,7657
Oakdale,30.8157,-92.6542,United States,7656
Meadow Lakes,61.638,-149.608,United States,7656
Brighton,42.5298,-83.7847,United States,7656
Catigua,-21.05,-49.0667,Brazil,7603
Chehalis,46.6638,-122.965,United States,7654
Butler,40.9989,-74.3471,United States,7654
Villa Diaz Ordaz,16.9981,-96.4314,Mexico,6646
Intorsura Buzaului,45.6728,26.0342,Romania,7528
Inwood,28.0391,-81.7677,United States,7651
Lake of the Woods,38.3342,-77.7599,United States,7649
Bromont,45.3167,-72.65,Canada,7649
Palmyra,43.0834,-77.1917,United States,7646
Lamar,38.0739,-102.6153,United States,7646
Windsor,43.2406,-89.2952,United States,7644
North Springfield,38.8024,-77.2028,United States,7644
Beckwith,45.0833,-76.0667,Canada,7644
Scotia,42.8321,-73.9607,United States,7642
Porec,45.2167,13.5833,Croatia,7585
Lindoia,-22.5231,-46.65,Brazil,7485
Upper Milford,40.4934,-75.5192,United States,7638
Marshfield,37.3414,-92.9116,United States,7638
Charlestown,38.427,-85.6677,United States,7637
Catalina,32.4848,-110.8998,United States,7635
Sahuaripa,29.05,-109.2333,Mexico,5792
Devils Lake,48.1131,-98.875,United States,7631
River Oaks,32.7767,-97.3984,United States,7630
Mitsamiouli,-11.3819,43.3,Comoros,7235
Bairnsdale,-37.8333,147.6167,Australia,7580
Goderich,43.7333,-81.7,Canada,7628
Somcuta Mare,47.5167,23.4667,Romania,7565
Wapato,46.4435,-120.4215,United States,7627
Waupaca,44.3506,-89.0719,United States,7627
Richmond,41.4983,-71.6608,United States,7626
Dzilam Gonzalez,21.28,-88.9292,Mexico,5875
Horovice,49.8361,13.9027,Czechia,6901
South Beloit,42.4822,-89.0248,United States,7624
Winslow,44.5277,-69.5768,United States,7624
Thomaston,41.6696,-73.0859,United States,7623
Oulainen,64.2667,24.8167,Finland,7610
Summit View,47.1343,-122.3468,United States,7621
Wimauma,27.6964,-82.3034,United States,7621
Berwick,43.3006,-70.844,United States,7620
Mikulov,48.8056,16.6378,Czechia,7455
Kotzting,49.1769,12.855,Germany,7498
Broadview,41.8584,-87.8562,United States,7618
Kruhlaye,54.2479,29.7966,Belarus,7600
Teublitz,49.2208,12.0853,Germany,7418
Gaoual,11.754,-13.213,Guinea,7461
Mattersburg,47.7381,16.3969,Austria,7349
Kokemaki,61.2556,22.3486,Finland,7591
Schaghticoke,42.885,-73.6115,United States,7604
Livonia,42.8091,-77.6523,United States,7601
Escalon,37.7912,-120.9982,United States,7601
Perry,41.8387,-94.0937,United States,7601
Hnust'a,48.5736,19.9531,Slovakia,7490
Farmington,44.676,-70.141,United States,7600
Shirley,42.5725,-71.6471,United States,7598
Omitlan de Juarez,20.1697,-98.6478,Mexico,7529
Emerson,40.9748,-74.0239,United States,7596
Dolni Chiflik,42.9931,27.7158,Bulgaria,7557
Mglin,53.0611,32.8483,Russia,7578
Hrinova,48.5667,19.5167,Slovakia,7535
Bernardsville,40.7268,-74.5918,United States,7594
Esashi,41.8694,140.1275,Japan,7525
Petite-Rosselle,49.2117,6.8575,France,6338
Caribou,46.8662,-67.9919,United States,7593
Tuttle,35.3069,-97.7562,United States,7593
Pinon Hills,34.4438,-117.6214,United States,7592
Renchen,48.5858,8.0106,Germany,7361
Zuni Pueblo,35.0708,-108.8484,United States,7590
LaFayette,34.7088,-85.2815,United States,7589
Palmyra,40.31,-76.5945,United States,7587
Twin Lakes,39.8229,-105.0036,United States,7586
Denham,51.563,-0.499,United Kingdom,7139
Bilovec,49.7564,18.0159,Czechia,7394
Pakefield,52.451,1.728,United Kingdom,6563
Ras Kebdana,35.1333,-2.4167,Morocco,7580
Burton Latimer,52.365,-0.678,United Kingdom,7449
Sao Pedro do Turvo,-22.7469,-49.74,Brazil,7567
Sappington,38.526,-90.373,United States,7577
Plympton-Wyoming,43.0167,-82.0833,Canada,7576
Central Huron,43.63,-81.57,Canada,7576
Nykarleby,63.5167,22.5333,Finland,7564
Banchory,57.055,-2.49,United Kingdom,7560
Fuzesabony,47.751,20.409,Hungary,7412
Kunhegyes,47.37,20.6308,Hungary,7521
Floresville,29.14,-98.163,United States,7571
Dighton,41.836,-71.1552,United States,7571
Makawao,20.848,-156.319,United States,7570
Bad Sachsa,51.5969,10.5522,Germany,7346
Hales Corners,42.941,-88.0491,United States,7567
East Fallowfield,39.9508,-75.8185,United States,7567
Rigaud,45.4833,-74.3,Canada,7566
Hughson,37.602,-120.866,United States,7565
Kleinmond,-34.35,19.0333,South Africa,6634
Scappoose,45.7564,-122.8771,United States,7564
Lawrence Township,41.0843,-78.4499,United States,7562
Urraween,-25.2955,152.8219,Australia,6969
North Patchogue,40.7833,-73.0234,United States,7561
Easton,41.2649,-73.3,United States,7558
Columbia Falls,48.3708,-114.1903,United States,7556
Khoshk Bijar,37.3747,49.7575,Iran,7478
Curtici,46.3419,21.3061,Romania,7453
Harrison,35.1276,-85.1464,United States,7555
Eden Isle,30.2268,-89.8043,United States,7554
Ancient Oaks,40.536,-75.5852,United States,7554
Jackson,38.3485,-120.7728,United States,7550
Fairview,35.9815,-87.1291,United States,7549
Shibecha,43.3033,144.6008,Japan,7542
Marshall,42.2617,-84.9597,United States,7548
East Manchester,40.0567,-76.7019,United States,7545
Fukaura,40.6481,139.9278,Japan,7529
Meldorf,54.0833,9.0667,Germany,7204
Market Deeping,52.6776,-0.3173,United Kingdom,6008
Kula,20.7706,-156.3284,United States,7541
Llandudno Junction,53.284,-3.809,United Kingdom,6722
North Hanover,40.0799,-74.5869,United States,7540
Sanger,33.3716,-97.1677,United States,7540
Albertville,45.2364,-93.6618,United States,7539
Mondim de Basto,41.4,-7.95,Portugal,7493
Anina,45.0917,21.8533,Romania,7485
Delafield,43.072,-88.3913,United States,7536
Berlin,39.7915,-74.9375,United States,7536
Nea Kallikrateia,40.3139,23.0633,Greece,7238
Dno,57.8333,29.9667,Russia,7525
Vimperk,49.0525,13.7743,Czechia,7440
Big Stone Gap,36.8626,-82.7769,United States,7533
Napajedla,49.1716,17.512,Czechia,7171
Royalton,43.1522,-78.5434,United States,7532
Pikeville,37.4807,-82.5262,United States,7531
Fehring,46.9364,16.0106,Austria,7284
Haddon Heights,39.8791,-75.0645,United States,7529
Larose,29.5669,-90.3751,United States,7529
Loudoun Valley Estates,38.9801,-77.5082,United States,7528
Porto Cristo,39.5444,3.3375,Spain,7355
Gold River,38.6268,-121.2488,United States,7523
Fairfax,37.9886,-122.5952,United States,7522
Dumbraveni,46.2275,24.5758,Romania,7388
Konigsee,50.6613,11.0974,Germany,7448
Mount Horeb,43.006,-89.7317,United States,7520
Mantua,38.8526,-77.2571,United States,7520
Albbruck,47.5908,8.1295,Germany,7335
Zlatna,46.1589,23.2211,Romania,7490
Drvar,44.3739,16.3808,Bosnia And Herzegovina,7506
Norwich,42.5333,-75.5227,United States,7518
Benton,38.011,-88.9179,United States,7518
Marengo,42.2312,-88.6153,United States,7517
Louiseville,46.25,-72.95,Canada,7517
Chesterfield,40.1165,-74.6459,United States,7516
Lower Windsor,39.962,-76.5362,United States,7514
Fairlawn,41.127,-81.6215,United States,7514
Fort Scott,37.8283,-94.7038,United States,7514
Robinson,39.0089,-87.7333,United States,7513
Uvaly,50.074,14.7309,Czechia,6884
El Centenario,24.1025,-110.4144,Mexico,6068
Tyrone,33.4753,-84.5941,United States,7506
Tateishi,38.9867,141.1142,Japan,7389
Castlemaine,-37.0636,144.2172,Australia,6757
Diamondhead,30.3791,-89.3708,United States,7504
Chibougamau,49.9167,-74.3667,Canada,7504
Swaffham,52.6529,0.6843,United Kingdom,7258
Laughlin,35.1316,-114.689,United States,7502
Purcell,35.018,-97.3747,United States,7502
Lowell,42.9351,-85.3457,United States,7501
Creston,41.0597,-94.365,United States,7499
West Slope,45.4962,-122.7731,United States,7498
Vohenstrauss,49.6167,12.3333,Germany,7398
Miranda do Douro,41.5,-6.2667,Portugal,7482
Beebe,35.0712,-91.8996,United States,7497
Moravske Budejovice,49.0521,15.8087,Czechia,7300
Birkenfeld,49.65,7.1833,Germany,6984
Haslach im Kinzigtal,48.2778,8.0869,Germany,7114
Dos Palos,36.9854,-120.6336,United States,7494
Sahy,48.0667,18.9667,Slovakia,7321
Citrus Hills,28.887,-82.4312,United States,7492
Aylmer,42.7667,-80.9833,Canada,7492
Peqin,41.05,19.75,Albania,6353
Stromstad,58.9441,11.1864,Sweden,7355
Park Street,51.722,-0.339,United Kingdom,6781
Naka,33.8574,134.4966,Japan,7476
Nova Bana,48.4267,18.6394,Slovakia,7364
Homberg,50.7333,9,Germany,7400
Upper Hanover,40.3954,-75.5106,United States,7483
West Brandywine,40.0413,-75.8121,United States,7482
Malchin,53.7333,12.7833,Germany,7403
Blaxland,-33.7453,150.6175,Australia,7451
Bilisht,40.6275,20.99,Albania,7114
McCordsville,39.8967,-85.9209,United States,7479
Lockwood,45.8199,-108.4072,United States,7479
Librazhd,41.1833,20.3167,Albania,6937
Sovetsk,53.9333,37.6333,Russia,7405
Silvis,41.4976,-90.4101,United States,7475
Bilton,52.3594,-1.29,United Kingdom,6175
Upper Deerfield,39.4936,-75.2158,United States,7473
Friedrichroda,50.8575,10.5651,Germany,7275
Pulaski,35.1933,-87.035,United States,7472
Mount Shasta,41.3206,-122.315,United States,7472
Salair,54.2333,85.8,Russia,7452
Kirillov,59.8667,38.3833,Russia,7468
Ojai,34.4487,-119.2469,United States,7470
Monticello,41.6522,-74.6876,United States,7468
Lennox Head,-28.7983,153.5844,Australia,6407
Brecknock,40.1977,-76.027,United States,7465
Guatapara,-21.4967,-48.0378,Brazil,7446
Nisa,39.5167,-7.65,Portugal,7450
Delson,45.37,-73.55,Canada,7462
Villa Hills,39.0656,-84.595,United States,7461
Radeburg,51.2125,13.7256,Germany,7325
Kaplice,48.7386,14.4963,Czechia,7282
St. Gabriel,30.2537,-91.1013,United States,7460
Pillaro,-1.1667,-78.5333,Ecuador,7444
Trstena,49.3667,19.6167,Slovakia,7368
Palmer,61.5971,-149.1147,United States,7456
Sheringham,52.94,1.213,United Kingdom,7367
Otterndorf,53.8081,8.8997,Germany,7238
Nadlac,46.1667,20.75,Romania,7398
Bomaderry,-34.848,150.605,Australia,6661
Techirghiol,44.0575,28.5958,Romania,7292
Amara,44.62,27.32,Romania,7345
